id	desc
d07660	FORMOTEROL-MOMETASONE
d07668	AMLODIPINE; HYDROCHLOROTHIAZIDE; OLMESARTAN
d07669	INCOBOTULINUMTOXINA
d07670	ALCAFTADINE OPHTHALMIC
d07678	ALISKIREN-AMLODIPINE
d07684	ROFLUMILAST
d07685	CARBOXYMETHYL CELLULOSE
d07691	MAGNESIUM; POTASSIUM; SODIUM SULFATES
d07692	FINGOLIMOD
d07697	DROSPIRENONE; ETHINYL ESTRADIOL; LEVOMEFOLATE
d07705	LURASIDONE
d07706	CEFTAROLINE
d07707	DEXTROMETHORPHAN-QUINIDINE
d07709	METFORMIN-SAXAGLIPTIN
d07716	ERIBULIN
d07717	ACYCLOVIR HYDROCORTISONE TOPICAL
d07721	TICAGRELOR
d07725	ALISKIREN; AMLODIPINE; HYDROCHLOROTHIAZIDE
d07727	PENICILLIN G BENZATHINE
d07739	SPINOSAD TOPICAL
d07740	VILAZODONE
d07754	AZILSARTAN
d07757	LIDOCAINE-SODIUM BICARBONATE
d07764	FAMOTIDINE-IBUPROFEN
d07766	ABIRATERONE
d07767	LINAGLIPTIN
d07769	EZOGABINE
d07774	BOCEPREVIR
d07776	RILPIVIRINE
d07777	TELAPREVIR
d07796	EMTRICITABINE; RILPIVIRINE; TENOFOVIR
d07799	BRENTUXIMAB VEDOTIN
d07800	CRIZOTINIB
d07804	APIXABAN
d07812	RUXOLITINIB
d07815	AFLIBERCEPT OPHTHALMIC
d07817	CAPSAICIN; LIDOCAINE; MENTHOL; METHYL SALIC TOP
d07818	AZILSARTAN-CHLORTHALIDONE
d07819	LACTOBACILLUS CASEI-OMEGA-3 FATTY ACIDS
d07820	CHLOPHEDIANOL-CHLORCYCLIZINE
d07822	INGENOL TOPICAL
d07823	AXITINIB
d07825	LINAGLIPTIN-METFORMIN
d07854	ASCORBIC ACID-CARBONYL IRON
d07863	AVANAFIL
d07868	AZELASTINE-FLUTICASONE NASAL
d07874	PERTUZUMAB
d07875	LORCASERIN
d07876	MIRABEGRON
d07881	PHENTERMINE-TOPIRAMATE
d07882	CARFILZOMIB
d07885	ACLIDINIUM
d07891	ICOSAPENT
d07896	CAPSAICIN; MENTHOL; METHYL SALICYLATE TOPICAL
d07898	ELVITEGRAVIR
d07899	COBICISTAT; ELVITEGRAVIR; EMTRICITABINE; TENOFOV
d07900	ENZALUTAMIDE
d07902	LINACLOTIDE
d07905	TERIFLUNOMIDE
d07912	CHLORPHENIRAMINE; CODEINE; PHENYLEPHRINE
d07913	REGORAFENIB
d07917	CALCIUM; FOLIC ACID; GINGER; PYRIDOXINE
d07925	TOFACITINIB
d07928	DAPAGLIFLOZIN
d07931	CABOZANTINIB
d07938	TEDUGLUTIDE
d07964	ALOGLIPTIN-METFORMIN
d07965	ALOGLIPTIN-PIOGLITAZONE
d08041	POMALIDOMIDE
d08070	OSPEMIFENE
d08079	DIMETHYL FUMARATE
d08080	CANAGLIFLOZIN
d08086	BRIMONIDINE-BRINZOLAMIDE OPHTHALMIC
d08089	ATORVASTATIN-EZETIMIBE
d08100	FLUTICASONE-VILANTEROL
d08104	TRAMETINIB
d08113	AFATINIB
d08114	LEVOMILNACIPRAN
d08117	DOLUTEGRAVIR
d08119	BRIMONIDINE TOPICAL
d08125	VORTIOXETINE
d08128	DEXTRANOMER-SODIUM HYALURONATE
d08170	IBRUTINIB
d08182	SIMEPREVIR
d08184	SOFOSBUVIR
d08188	UMECLIDINIUM-VILANTEROL
n00002	RED YEAST RICE-UBIQUINONE
n00005	LIDOCAINE-SIMETHICONE
n00006	BUPIVACAINE-MORPHINE
n00007	BUPIVACAINEHYALURONIDASE
n00008	LIDOCAINE; BUPIVACAINE; EPINEPHRINE
n00009	ROCURONIUMVECURONIUM
n00010	LIDOCAINE; BUPIVACAINE; METHYLPREDNISOLONE
n00011	LIDOCAINE; BELLADONNA; ALUMINUM HYDROXIDE-MAGNESIUM HYDROXIDE
n08001	SYRINGES
n08004	BIRTH CONTROL PILLS
n08007	N,N-DIETHYL-METATOLUAMIDE
n08010	MESALT
n08012	PACKED RED BLOOD CELLS
n08013	CALCIUM HYDROXYLAPATITE
n08014	MASTISOL
n08017	COLLAGEN; OXIDISED REGENERATED CELLULOSE
n08021	ADRIAMYCIN-CYTOXAN
n08024	PROTIEN
n08025	EPIRUBICIN; CISPLATIN; FLUOROURACIL
n08027	BOSWELLIC ACID
n08028	CHLORINE BLEACH
n08029	CODEINE; ACETAMINOPHEN; CAFFEINE; BUTALBITAL
n08034	BROMPHENIRAMINE; DEXAMETHASONE; DIPHENHYDRAMINE
n08038	CHASTEBERRY
n08041	5-AMINOSALICYLATES
n08044	POTASSIUM BROMIDE; SODIUM BROMIDE; ZINC SULPHATE; SULPHUR; NICKEL SULPHATE
n08045	MALIC ACID
n08049	OMEGA-3 POLYUNSATURATED FATTY ACIDS-VITAMIN AND MINERAL COMBINATIONS
n08050	BIFIDUS REGULARIS
n08053	ECZEMA CREAM
n08054	BARLEY GRASS; OAT GRASS; BIFIDOBACTERIUM BIFIDUM; LACTOBACILLUS ACIDOPHILUS; LACTOBACILLUS BULGARICUS; LACTOBACILLUS CASEI; LACTOBACILLUS RHAMNOSUS; IRON; CALCIUM; PROTIEN
n08055	PLANT STEROLS
n08056	PHENYLEPHRINE XYLOCAINE
n08058	POMEGRANATE JUICE
n08059	PROMETHAZINE; HYDROMORPHONE HYDROCHLORIDE
n08060	MINERALS; PROTEIN; CARBOHYDRATES; LINOLEIC ACID; MULTIVITAMIN
n08061	PYRIDINE
n08063	TROPONIN
n08066	BROMHEXINE
n08067	VITAMIN B; VITAMIN E; ASCORBIC ACID; ERGOCALCIFEROL
n08069	IODOFORM
n08073	HELICOBACTER PYLORI VACCINE
n08074	FLUCLOXACILLIN
n08078	EMPIRIC ANTIBIOTICS
n08079	PROSTATE MEDICATION
n08081	DABIGATRAN
n08083	AMINO ACIDS
n08084	MUSHROOM EXTRACT-ASCORBIC ACID
n08094	MISCELLANEOUS TOPICAL AGENTS
n08096	GROUP B STREP VACCINE
n08099	VITAMIN AND MINERAL COMBINATIONS
n08105	RESVERATROL
n08113	ZINC-CALCIUM
n08114	WOUND GEL
n08115	ZINC OXIDE TOPICAL; PARAFFIN; PETROLATUM TOPICAL; BEESWAX; CASTOR OIL
n08119	VITAMIN E; SELENIUM; LYCOPENE; CHOLECALCIFEROL; ISOFLAVONES
n08120	KETOCONAZOLE SELENIUM SULFIDE TOPICAL
n08125	PHENTOLAMINE; PAPAVERINE; ALPROSTADIL
n08127	ADRENALINE; LIDOCAINE; TETRACAINE
n08138	LIDOCAINE-CEFTRIAXONE
n08140	OMEGA 6 FATTY ACID
n08152	CALCIUM; ZINC; MAGNESIUM; VITAMIN D; BORON; MANGANESE; COPPER
n08191	PRUNE JUICE
n08201	POLYETHYLENE GLYCOL 400
n08202	BACTERIAL VACCINE
n08203	PENTAVALENT ROTAVIRUS VACCINE
n08207	THALLIUM
n08208	H2O
n08212	MANGOSTEEN
n08220	BISMUTH SUBGALLATE-BORNEOL
n08222	VITAMIN A-ASCORBIC ACID
n08223	FLUOROQUINOLONES
n08226	FERROUS FUMARATE; FOLIC ACID; VITAMIN B COMPLEX; ASCORBIC ACID; MINERALS
n08227	PREDNISONENOREPINEPHRINE
n08228	PYRIDOXINE-VITAMIN D
n08236	BISPHOSPHONATES
n08237	N-ACETYL-CYSTEINE
n08239	GRANULOCYTE COLONYSTIMULATING FACTOR
n08242	GYMNEMA SYLVESTRE
n08243	VITAMIN EBIORESPONSE-DIM COMPLEX
n08245	LICORICE; SLIPPERY ELM; MARSHMALLOW EXTRACT; BANANA
n08247	METHYLENE BLUE-GENTIAN VIOLET TOPICAL
n08258	TETROFOSMIN
n08259	HONEY-BANDAGE
n08261	BISMUTH TRIBROMOPHENATEBANDAGE
n08263	HUMAN FIBROBLAST-DERIVED
n09000	PETROLATUM TOPICAL; SORBITAN SESQUIOLEATE; METHYL PARABEN
n09001	RADIOCONTRAST AGENTS
n09002	CALCIUM CITRATE-MAGNESIUM
n09003	YUCCA
n09006	HYDROXYDIONE
n09010	LIDOCAINE-TRIAMCINOLONE
n09012	BUPIVACAINE-METHYLPREDNISOLONE
n09013	SUCCINYLCHOLINEROCURONIUM
n09014	NEOSTIGMINEGLYCOPYRROLATE
n09015	DEXAMETHASONEONDANSETRON
n09022	TROPISETRON
n09027	MAGNESIUM HYDROXIDE-BELLADONNA; ERGOTAMINE; PHENOBARBITAL
n09032	BLACK CHERRY
n09033	OLIVE LEAF EXTRACT
n09035	LIDOCAINE; ATROPINE; HYOSCYAMINE; PB; SCOPOLAMINE; CALCIUM CARBONATE
n09039	GANODERMA LUCIDUM
n09041	DIPHENYLCYCLOPROPENONE
n09044	PSORALENS
n09046	ACAI
n09048	VOCLOSPORIN
n09049	POLYSORBATE 80 GLYCEROL
n09051	CUTICERIN
n09052	FLUTICASONEALBUTEROL
n09063	ARGENTYN
n09069	LIDOCAINE OPHTHALMIC; DIPHENHYDRAMINE; NYSTATIN
n09070	GLUCOSE-INSULIN
n09080	FLUOROURACIL LEUCOVORIN
n09081	DIMETHYL SULFOXIDE; HEPARIN; CORTISONE; POTASSIUM BICARBONATE
n09083	ARNICA MONTANA
n09086	REBOXETINE
n09089	NEOSTIGMINEGLYCOPYRROLATE
n09098	HYDROXYPROPYLMETHYLCELLULOSE
n09100	CAPRYLIDENE
n09106	CLOBUTINOL
n09109	POTASSIUM CHLORIDE-MAGNESIUM SULFATE
n09114	CHERRY EXTRACT
n09122	POLYSACCHARIDE
n09127	ACETAMINOPHEN ISOMETHEPTENE MUCATE
n09128	CORDYCEPS MYCELIUM
n09133	LIDOCAINE; NYSTATIN; AL HYDROXIDE; CA CARBONATE; MG OH; SIMETHICONE
n09134	THIAMINE-FOLIC ACID
n09135	LIDOCAINE; EPINEPHRINE; TETRACAINE
n09139	ADENINE
n09140	SILVER NITRATE TOPICAL-POTASSIUM NITRATE
n09143	PHYTALOE
n09147	WHEY PROTEIN ISOLATE
n09148	OMEGA-3 POLYUNSATURATED FATTY ACIDS; OMEGA-6 POLYUNSATURATED FATTY ACIDS; OMEGA-9 POLYUNSATURATED FATTY ACIDS
n09150	SODIUM CHLORIDE-SODIUM BICARBONATE
n09151	BANABALEAF EXTRACT; COROSALIC ACID
n09153	TECHNITIUM TC 99M GLUCEPTATE
n09155	ALUMINUM HYDROXIDE-MAGNESIUM HYDROXIDE-LIDOCAINE
n09159	PHENYLEPHRINE OPHTHALMIC-TROPICAMIDE OPHTHALMIC
n09160	BUPIVACAINE; LIDOCAINE; HYALURONIDASE
n09162	LIDOCAINEHYALURONIDASE
n09164	LIDOCAINE-BUPIVACAINE
n09165	PHYSIOLOGICAL IRRIGATING SOLUTION-EPINEPHRINE
n09169	PENTOBARBITALPROPOFOL
n09172	LIDOCAINEHYALURONIDASE
n09179	CHOLECALCIFEROLFERROUS GLUCONATE
n09181	ORAL NUTRITIONAL SUPPLEMENTS
n09185	MISCELLANEOUS ANTIBIOTICS
n09186	ABIRATERONE
n09187	BOVINE ANTICRYPTOSPORIDIUM IMMUNOGLOBULIN
n09188	CISPLATIN; VINBLASTINE; BLEOMYCIN
n09189	RIVAROXABAN
n09199	RHODIOLA ROOT
n09202	CISPLATIN-DOCETAXEL
n09204	MUPIROCIN TOPICAL; BETAMETHASONE TOPICAL; MICONAZOLE TOPICAL; IBUPROFEN
n09205	ASCORBIC ACID-FERULIC ACID-PHLORETIN
n10003	DOCETAXEL CYCLOPHOSPHAMIDE
n10007	PHENYLEPHRINE; MOXIFLOXACIN; CYCLOPENTOLATE OPHTHALMIC; FLURBIPROFEN OPHTHALMIC
n10012	OPHTHALMIC IRRIGATION, INTRAOCULAR; EPINEPHRINE; VANCOMYCIN; GENTAMICIN
n10014	PACLITAXEL CARBOPLATIN
n10015	GLUTATHIONE
n10017	TRYPTOPHAN MELATONIN
n10021	METAMIZOLE
n10022	BETAMETHASONE BUPIVACAINE
n10023	CHLORHEXIDINE TOPICAL-NEOMYCIN TOPICAL
n11000	RECOMBINANT HUMAN ENDOSTATIN
n11001	ZUCLOPENTHIXOL
n11002	DIPHENHYDRAMINE-ALUMINUM HYDROXIDE-MAGNESIUM HYDROXIDE
n11003	PRILOCAINE TOPICAL; LIDOCAINE TOPICAL; TETRACAINE TOPICAL
n11004	PYRROLOQUINOLINE QUINONE
n11005	ISOPRINOSINE
n11006	SULPHUR HEXAFLUORIDE
n11007	L-ARGININE; GINSENG; SAW PALMETTO; OAT BRAN; JUJUBE
n11008	CANNABIS (MEDICAL MARIJUANA)
n11009	TNF ALPHA INHIBITOR
n11010	CAMPHOR TOPICAL; MENTHOL TOPICAL; GINSENG; LAVENDER; ALOE VERA; WITCH HAZEL TOPICAL; ANGELICA ROOT
n11011	CAPSAICIN TOPICAL; MENTHOL TOPICAL; METHYL SALICYLATE TOPICAL
n11012	PERFLUOROCARBONS
n11013	OXYCODONE-NALOXONE
n11014	VOGLIBOSE
n11015	HYPOCHLOROUS ACID
n11016	BETAHISTINE
n12001	ASCORBIC ACID-BIOFLAVONOIDS
n12002	DINITROCHLOROBENZENE
n12003	COMFYDE
n12004	FOLIC ACID; ASCORBIC ACID; NIACIN; THIAMINE; RIBOFLAVIN; PYRIDOXINE; CYANOCOBALAMIN; PANTOTHENATE; BIOTIN
n12006	PROCHLORPERAZINEDIPHENHYDRAMINE
n12007	LIDOCAINE OXYMETAZOLINE NASAL
n12009	KETAMINE; BACLOFEN; CYCLOBENZAPRINE; GABAPENTIN; LIDOCAINE
n12010	NEEM OIL
n12011	IVACAFTOR
n12012	ETOPOSIDE; PREDNISONE; CYCLOPHOSPHAMIDE; VINCRISTINE; DOXORUBICIN; RITUXIMAB
n12013	DOCETAXEL-PACLITAXEL
n12014	PIRFENIDONE
n12015	ACETAMINOPHENIBUPROFEN
n12016	BLACK CURRANT SEED OIL
n12017	FLUOROURACIL; OXALIPLATIN; IRINOTECAN; LEUCOVORIN
n12018	MARSHMALLOW ROOT
n12019	DIPHENHYDRAMINE; RANITIDINE; DEXAMETHASONE; PALONOSETRON
n12020	PSEUDOEPHEDRINE; CHLORPHENIRAMINE; DEXTROMETHORPHAN
n12021	PACLITAXEL; CISPLATIN; BEVACIZUMAB
n12022	BETA-SITOSTEROL
n12023	AMBROXOL
n13000	VINORELBINE TRASTUZUMAB
n13001	FLUDARABINE; CYCLOPHOSPHAMIDE; RITUXIMAB PEGFILGRASTIM
n13002	BENZOCAINE TOPICAL; LIDOCAINE TOPICAL; TETRACAINE TOPICAL
n13004	PERFLUORODECALIN
n13005	LENALIDOMIDE; BORTEZOMIB; DEXAMETHASONE
n13006	PAPAYA
n14000	CISPLATIN-IRINOTECAN
n14002	BISMUTH SUBNITRATE; METRONIDAZOLE; TETRACYCLINE
n14003	CYTOXAN; ETOPOSIDE; VINCRISTINE; PREDNISONE
n14005	BUPROPION-NALTREXONE
n14006	CURCUMIN-BOSWELLIN
n14007	BACLOFEN; CYCLOBENZAPRINE; DICLOFENAC; TETRACAINE
n14008	EMPAGLIFLOZIN
n14009	EFINACONAZOLE
n14011	RETIGABINE
